lr,svm,rf,nn,xgboost,true_label
0.39210154098854305,0.39402492490492197,0.37316666666666665,0.003081662101416248,0.21844864,0
0.2041436166489691,0.1908318476759867,0.20883333333333332,4.310070520918535e-05,0.014729756,0
0.38419796598962047,0.39680033665753356,0.40904761904761905,0.0038233249770832315,0.3102284,0
0.5463620952028886,0.5612114155503377,0.564936507936508,0.9998189295730762,0.50434846,0
0.3598670057933958,0.3776331670607242,0.45815384615384613,0.052524704359146954,0.16305578,0
0.6100335508858825,0.6575499304089679,0.6482539682539681,0.4242560416896786,0.5368791,0
0.39300330844318526,0.5,0.33838400488400494,0.3500363120516069,0.3563259,0
0.31990266448058813,0.29398525061711916,0.2722857142857143,0.006920363658205315,0.04233597,0
0.3742427450449275,0.4017566814607968,0.5108333333333333,0.012289445478769295,0.47595522,0
0.7307494209576413,0.7511062560586529,0.6990555555555555,0.9992052484416492,0.9938559,0
0.1344513531470369,0.15248714880474873,0.1423333333333333,5.553383661276651e-06,0.014273022,0
0.2572991851466157,0.32938453119156724,0.33666666666666667,1.1254629682743609e-05,0.1270933,0
0.2415807192510342,0.16749525669622128,0.3426904761904762,0.28256635702987165,0.062273506,0
0.2847547931674829,0.2281694231440895,0.19995238095238094,0.06584488009883978,0.084673256,0
0.46114237682979603,0.41497849293537215,0.38116666666666665,0.9980580004448987,0.4633086,0
0.4136919748437174,0.402003446847138,0.4757857142857143,0.95902388213258,0.9050948,0
0.2578792911996657,0.2751646487920657,0.17690476190476193,0.00144375490768692,0.043392185,0
0.8753041780971821,0.7930141181644983,0.727952380952381,0.055505458219561356,0.95582294,0
0.12575004273543802,0.27567106402646174,0.32542857142857146,2.7411952320464002e-06,0.08775255,0
0.4628357294857497,0.4046086556222287,0.5139040404040404,0.0007924073941301729,0.20561081,0
0.33786632616909945,0.414795137191733,0.3012222222222223,0.0010474795676454706,0.006271195,0
0.26252877650600503,0.38394472663116225,0.2648095238095238,0.0025924266193197948,0.100860916,0
0.809798118340866,0.464938713042757,0.4751183261183261,0.00012663560758679346,0.65928614,0
0.28890988836482545,0.33852617271839813,0.5342857142857143,0.00019312921536291308,0.20958404,0
0.3971748728469348,0.44929559739667313,0.3711031746031746,0.9133685320026829,0.10599233,0
0.15719095265123736,0.15492673204759558,0.2865238095238095,0.0038367709706640706,0.06330666,0
0.1531182083835523,0.14708238126660306,0.09333333333333332,7.909694591607216e-05,0.03322864,0
0.4359256115000874,0.3928473422040556,0.36766666666666675,0.21924182984267135,0.19706294,0
0.1346489055209558,0.2048181448529992,0.2694920634920635,0.06764238842623824,0.020780085,0
0.1365114754465341,0.2589531334531323,0.18290909090909094,0.004091270095811309,0.0077390196,0
0.42249577992961956,0.3366862793599587,0.2688333333333333,0.8832026520296624,0.29365382,0
0.5886916891901599,0.5356394643939896,0.5794999999999999,0.5515355248390632,0.7964774,0
0.5266294858098449,0.5734159825658618,0.5682539682539683,0.833716207318533,0.6119803,0
0.622476693757253,0.6769610723836181,0.703,0.2247170875589735,0.4264253,0
0.43674676761770553,0.3693008434341102,0.3486666666666667,0.3588641676685408,0.09183865,0
0.32693228856472556,0.19464673027665222,0.4793809523809523,0.0001129601317986482,0.29256615,0
0.3150313751400172,0.48789041554988727,0.5089285714285714,0.0003608304345336631,0.35189593,0
0.24329551849457012,0.5364449147827178,0.2599523809523809,0.004273572078934762,0.039038587,0
0.708040240162766,0.6955726424464989,0.7055238095238094,0.046988563161475816,0.9504093,0
0.23385829715280768,0.2829271069448557,0.30433333333333334,0.026821165124239016,0.080157384,0
0.4755041234286978,0.5820313169415321,0.4770952380952382,0.9983210683155201,0.0759733,0
0.17434358409065515,0.23621667990318043,0.28311111111111115,0.4575878345856693,0.06973238,0
0.32601865330776,0.7256709648347305,0.49596825396825395,0.9171965318160424,0.504439,0
0.5734192145429837,0.5828377724268036,0.4183095238095238,0.8813048896864447,0.03688555,0
0.28603470854636504,0.382831821370724,0.3619047619047619,0.05088999170785126,0.046869427,0
0.3495730949813068,0.3726456381322694,0.383047619047619,0.00021681479265787333,0.31746957,0
0.20773277982877508,0.24920630200998226,0.1815476190476191,0.00100863348251352,0.02842474,0
0.07964445956060381,0.12917741803975316,0.3527619047619047,0.017428988767081353,0.09098117,0
0.31414227016301904,0.2099600926870321,0.17752380952380953,0.09106107303334586,0.11427294,0
0.44687420066216194,0.6204276016354014,0.5515,0.9986392091129985,0.1783191,0
0.796686124577362,0.6380964016670521,0.4680952380952381,0.9999067593126046,0.13432667,0
0.5462077070093688,0.6469264224097607,0.6001190476190476,0.9996310252930048,0.15284847,0
0.2237892651149183,0.3606918807217457,0.416952380952381,0.0027849802456829187,0.21434912,0
0.43475241439891565,0.3531783891299373,0.31116666666666665,0.09046181213654933,0.06355103,0
0.47567897980165696,0.45942917875508604,0.4697460317460317,0.9931630019844725,0.04409452,0
0.12693021604177754,0.17316934352383037,0.413920634920635,0.0008478264538784918,0.05651411,0
0.5732364945047664,0.5933596103187111,0.5438571428571428,0.9638821175268539,0.25255865,0
0.2940158654805684,0.2988012865460711,0.22809523809523813,0.0011515192031123125,0.023128685,0
0.6023239953829977,0.788700444402648,0.5405555555555553,0.2553134279705761,0.24196225,0
0.2086236808196233,0.2586441653588347,0.2683333333333333,0.02660436546954439,0.033739,0
0.2654822244998284,0.5201492093148403,0.48247619047619045,0.36962918136215783,0.16927917,0
0.4631840463724202,0.6484313697119307,0.5480555555555555,0.06912103129461282,0.06931314,0
0.3596312314255222,0.3971889502485443,0.37357936507936507,0.006587164237010258,0.17804259,0
0.37130515556910165,0.48124163556574673,0.3978809523809524,0.006337455962272491,0.015102161,0
0.4443604068282463,0.6488870442659103,0.5250714285714286,0.9996359278587041,0.12899835,0
0.5710472900434502,0.6607085857958737,0.5924523809523808,0.038727992143700506,0.56258696,0
0.41035386759824927,0.24188582662395955,0.49778571428571444,3.35208897062711e-05,0.33227956,0
0.30729143696648176,0.3708390921782483,0.3468333333333333,0.1224812648747281,0.0698487,0
0.17906516061300584,0.358157225649196,0.3085238095238095,0.05393138618618492,0.17532705,0
0.5864063330021203,0.45410159094038005,0.4166666666666666,0.9939137495157118,0.6296998,0
0.510976135453199,0.3401326828535395,0.5335238095238097,0.9997820984234885,0.6795905,0
0.43879111622887357,0.4373766791307316,0.4459285714285714,0.9940162889410071,0.3954546,0
0.45415286282972517,0.6147484266828726,0.6802222222222221,0.739958166723815,0.57251006,0
0.4543300055133139,0.5425337475236542,0.46204761904761904,0.9232182777101559,0.44231886,0
0.2030622971510388,0.20835413297122948,0.18647619047619046,0.00016831350486546748,0.013578835,0
0.5635065049569623,0.7205638905188876,0.6996904761904762,0.997019211295246,0.960234,0
0.36005428537204137,0.37281276357232795,0.4610714285714285,0.0016104180504210998,0.5261829,0
0.3318632062276849,0.41200005616125523,0.4289761904761904,0.11812792537236674,0.62024987,0
0.34728160803667524,0.20737797339390648,0.39490476190476187,0.3069649858957702,0.4684761,0
0.5196499430661077,0.6038466236652612,0.572,0.9898636972637421,0.6870728,1
0.35954982735245633,0.40857023602018533,0.4405873015873016,0.0883269956937855,0.4206952,1
0.7978180245214576,0.8059906891405392,0.7592727272727272,0.05029890300792317,0.9722373,1
0.5256655556732093,0.5675340647195259,0.3347857142857143,0.01530050922422652,0.040684037,1
0.7905074059036942,0.8358224107532533,0.7824393939393939,0.9999877277790827,0.9561535,1
0.47109204323456394,0.4176020732757176,0.43655050505050513,0.46565947228026977,0.60416937,1
0.6160055205628185,0.5520281334019094,0.5191774891774892,0.9958606989992851,0.8317507,1
